,elapsed_time
0,5.855431456118822
1,11.546133236959577
2,17.27792839333415
3,22.916994500905275
4,28.59930831938982
5,34.28121640346944
6,40.04898386448622
7,45.660557424649596
8,51.209019619971514
9,57.012175565585494
10,62.670564744621515
11,68.40146190486848
12,74.08013717643917
13,79.82499859854579
14,85.65383678674698
15,91.30814145505428
16,96.96692880801857
17,102.71353518404067
18,108.41765487194061
19,114.29943248443305
20,120.0681415963918
21,125.65819930657744
