,accuracy
610,0.09666666666666666
611,0.08333333333333333
612,0.08333333333333333
613,0.11666666666666667
614,0.09666666666666666
615,0.06333333333333334
616,0.06666666666666667
617,0.08333333333333333
618,0.10333333333333333
619,0.08666666666666667
620,0.09
621,0.09333333333333334
622,0.06666666666666667
623,0.07
624,0.06
625,0.09
626,0.11
627,0.11666666666666667
628,0.09333333333333334
629,0.08
630,0.09666666666666666
631,0.07333333333333333
632,0.08
633,0.1
634,0.09
635,0.09333333333333334
636,0.09666666666666666
637,0.08333333333333333
638,0.11
639,0.06666666666666667
640,0.08333333333333333
641,0.06333333333333334
642,0.07
643,0.08666666666666667
644,0.08666666666666667
645,0.08666666666666667
646,0.1
647,0.08666666666666667
648,0.09666666666666666
649,0.09333333333333334
650,0.09666666666666666
651,0.09666666666666666
652,0.1
653,0.07666666666666666
654,0.08666666666666667
655,0.09
656,0.08666666666666667
657,0.07
658,0.1
659,0.09
660,0.09666666666666666
661,0.09666666666666666
662,0.10333333333333333
663,0.07666666666666666
664,0.09333333333333334
665,0.09333333333333334
666,0.08333333333333333
667,0.09
668,0.11333333333333333
669,0.08666666666666667
670,0.08666666666666667
671,0.1
672,0.07666666666666666
673,0.09
674,0.11
675,0.08666666666666667
676,0.06
677,0.07333333333333333
678,0.08333333333333333
679,0.09333333333333334
680,0.09333333333333334
681,0.09666666666666666
682,0.10666666666666667
683,0.10333333333333333
684,0.08666666666666667
685,0.11
686,0.1
687,0.09333333333333334
688,0.09666666666666666
689,0.07666666666666666
690,0.08333333333333333
691,0.07666666666666666
692,0.09333333333333334
693,0.08666666666666667
694,0.1
695,0.09
696,0.09
697,0.07666666666666666
698,0.09333333333333334
699,0.08666666666666667
700,0.10333333333333333
701,0.1
702,0.09666666666666666
703,0.10333333333333333
704,0.08666666666666667
705,0.09666666666666666
706,0.10666666666666667
707,0.11
708,0.10333333333333333
709,0.08666666666666667
710,0.08
711,0.07
712,0.07333333333333333
713,0.08
714,0.08333333333333333
715,0.09333333333333334
716,0.1
717,0.08
718,0.09333333333333334
719,0.08333333333333333
720,0.10333333333333333
721,0.09666666666666666
722,0.08666666666666667
723,0.09333333333333334
724,0.11333333333333333
725,0.08
726,0.07333333333333333
727,0.09333333333333334
728,0.08666666666666667
729,0.09333333333333334
730,0.08333333333333333
731,0.09666666666666666
732,0.07666666666666666
733,0.10666666666666667
734,0.09
735,0.08
736,0.06
737,0.09
738,0.09
739,0.08
740,0.09333333333333334
741,0.10666666666666667
742,0.12666666666666668
743,0.11
744,0.1
745,0.08666666666666667
746,0.1
747,0.07
748,0.07
749,0.07333333333333333
750,0.08666666666666667
751,0.1
752,0.09666666666666666
753,0.12
754,0.11666666666666667
755,0.10333333333333333
756,0.08666666666666667
757,0.09333333333333334
758,0.07333333333333333
759,0.08333333333333333
760,0.09333333333333334
761,0.09
762,0.07333333333333333
763,0.10666666666666667
764,0.11333333333333333
765,0.09333333333333334
766,0.1
767,0.09333333333333334
768,0.11
769,0.09333333333333334
770,0.08333333333333333
771,0.07333333333333333
772,0.10333333333333333
773,0.09333333333333334
774,0.07333333333333333
775,0.08333333333333333
776,0.1
777,0.10666666666666667
778,0.11333333333333333
779,0.1
780,0.09333333333333334
781,0.09
782,0.11
783,0.08666666666666667
784,0.09
785,0.08
786,0.09666666666666666
787,0.11666666666666667
788,0.10666666666666667
789,0.09333333333333334
790,0.12
791,0.06666666666666667
792,0.1
793,0.08333333333333333
794,0.10333333333333333
795,0.09666666666666666
796,0.10333333333333333
797,0.10333333333333333
798,0.09333333333333334
799,0.09333333333333334
800,0.1
801,0.1
802,0.1
803,0.09333333333333334
804,0.06666666666666667
805,0.056666666666666664
806,0.08333333333333333
807,0.06
808,0.08666666666666667
809,0.07666666666666666
810,0.09
811,0.07666666666666666
812,0.10333333333333333
813,0.08333333333333333
814,0.09666666666666666
815,0.10666666666666667
816,0.06
817,0.11333333333333333
818,0.09666666666666666
819,0.11666666666666667
820,0.10666666666666667
821,0.09333333333333334
822,0.09666666666666666
823,0.09333333333333334
824,0.09
825,0.1
826,0.09333333333333334
827,0.08666666666666667
828,0.056666666666666664
829,0.1
830,0.08
831,0.07666666666666666
832,0.11
833,0.08333333333333333
834,0.12
835,0.09666666666666666
836,0.08666666666666667
837,0.07666666666666666
838,0.09333333333333334
839,0.09666666666666666
840,0.10333333333333333
841,0.09666666666666666
842,0.08333333333333333
843,0.10666666666666667
844,0.12
845,0.07666666666666666
846,0.09666666666666666
847,0.06333333333333334
848,0.06666666666666667
849,0.1
850,0.08333333333333333
851,0.08333333333333333
852,0.11333333333333333
853,0.08333333333333333
854,0.10333333333333333
855,0.11666666666666667
856,0.10333333333333333
857,0.09333333333333334
858,0.09
859,0.09666666666666666
860,0.10333333333333333
861,0.10666666666666667
862,0.08333333333333333
863,0.08333333333333333
864,0.08
865,0.08666666666666667
866,0.10333333333333333
867,0.08
868,0.1
869,0.10333333333333333
870,0.09
871,0.1
872,0.09666666666666666
873,0.11
874,0.09666666666666666
875,0.07333333333333333
876,0.1
877,0.10333333333333333
878,0.08
879,0.11666666666666667
880,0.1
881,0.11
882,0.12333333333333334
883,0.10333333333333333
884,0.1
885,0.11
886,0.11
887,0.06
888,0.08333333333333333
889,0.05
890,0.06333333333333334
891,0.07333333333333333
892,0.07
893,0.1
894,0.08666666666666667
895,0.09666666666666666
896,0.12333333333333334
897,0.12
898,0.1
899,0.09666666666666666
900,0.06666666666666667
901,0.08666666666666667
902,0.10333333333333333
903,0.12
904,0.09
905,0.09333333333333334
906,0.08666666666666667
907,0.1
908,0.09
909,0.09333333333333334
910,0.09666666666666666
911,0.09333333333333334
912,0.09666666666666666
913,0.12666666666666668
914,0.09
915,0.05333333333333334
916,0.07
917,0.09666666666666666
918,0.11666666666666667
919,0.09666666666666666
920,0.10333333333333333
921,0.08666666666666667
922,0.07
923,0.09333333333333334
924,0.07
925,0.09
926,0.10666666666666667
927,0.10333333333333333
928,0.11666666666666667
929,0.09333333333333334
930,0.10333333333333333
931,0.09333333333333334
932,0.09333333333333334
933,0.10666666666666667
934,0.11
935,0.10666666666666667
936,0.10666666666666667
937,0.08333333333333333
938,0.11666666666666667
939,0.08666666666666667
940,0.1
941,0.08
942,0.06333333333333334
943,0.09333333333333334
944,0.09
945,0.11
946,0.08333333333333333
947,0.09
948,0.08333333333333333
949,0.10666666666666667
950,0.12333333333333334
951,0.09666666666666666
952,0.11666666666666667
953,0.09333333333333334
954,0.10333333333333333
955,0.09666666666666666
956,0.09666666666666666
957,0.06666666666666667
958,0.08666666666666667
959,0.08666666666666667
960,0.09666666666666666
961,0.09333333333333334
962,0.1
963,0.10333333333333333
964,0.08666666666666667
965,0.09
966,0.09
967,0.08333333333333333
968,0.11666666666666667
969,0.07333333333333333
970,0.10666666666666667
971,0.09333333333333334
972,0.11
973,0.1
974,0.10333333333333333
975,0.09666666666666666
976,0.09333333333333334
977,0.07333333333333333
978,0.08333333333333333
979,0.11666666666666667
980,0.09333333333333334
981,0.09666666666666666
982,0.1
983,0.09666666666666666
984,0.09666666666666666
985,0.10666666666666667
986,0.08666666666666667
987,0.09
988,0.08
989,0.07666666666666666
990,0.10333333333333333
991,0.09333333333333334
992,0.10333333333333333
993,0.11666666666666667
994,0.1
995,0.10666666666666667
996,0.1
997,0.09666666666666666
998,0.08333333333333333
999,0.08333333333333333
1000,0.10666666666666667
1001,0.12
1002,0.11666666666666667
1003,0.11
1004,0.09666666666666666
1005,0.10666666666666667
1006,0.10666666666666667
1007,0.11333333333333333
1008,0.08333333333333333
1009,0.07
1010,0.06333333333333334
1011,0.05333333333333334
1012,0.06666666666666667
1013,0.08333333333333333
1014,0.09333333333333334
1015,0.11333333333333333
1016,0.08666666666666667
1017,0.11666666666666667
1018,0.08
1019,0.09666666666666666
1020,0.11333333333333333
1021,0.07666666666666666
1022,0.09
1023,0.11333333333333333
1024,0.1
1025,0.11666666666666667
1026,0.11666666666666667
1027,0.10333333333333333
1028,0.10333333333333333
1029,0.09666666666666666
1030,0.07333333333333333
1031,0.09666666666666666
1032,0.08333333333333333
1033,0.12
1034,0.09333333333333334
1035,0.09666666666666666
1036,0.07333333333333333
1037,0.08666666666666667
1038,0.1
1039,0.09
1040,0.10666666666666667
1041,0.07333333333333333
1042,0.13
1043,0.10666666666666667
1044,0.1
1045,0.09333333333333334
1046,0.11
1047,0.07333333333333333
1048,0.06666666666666667
1049,0.07
1050,0.08666666666666667
1051,0.08666666666666667
1052,0.09333333333333334
1053,0.12
1054,0.12333333333333334
1055,0.12333333333333334
1056,0.08
1057,0.09333333333333334
1058,0.10333333333333333
1059,0.10666666666666667
1060,0.09666666666666666
1061,0.09333333333333334
1062,0.08333333333333333
1063,0.10666666666666667
1064,0.11
1065,0.09666666666666666
1066,0.10333333333333333
1067,0.10666666666666667
1068,0.12
1069,0.09
1070,0.08666666666666667
1071,0.08333333333333333
1072,0.12
1073,0.10666666666666667
1074,0.08
1075,0.09333333333333334
1076,0.09666666666666666
1077,0.10666666666666667
1078,0.11333333333333333
1079,0.09666666666666666
1080,0.09666666666666666
1081,0.10333333333333333
1082,0.11333333333333333
1083,0.10333333333333333
1084,0.1
1085,0.09333333333333334
1086,0.10333333333333333
1087,0.10333333333333333
1088,0.10333333333333333
1089,0.09
1090,0.12
1091,0.07666666666666666
1092,0.10333333333333333
1093,0.1
1094,0.1
1095,0.11333333333333333
1096,0.09333333333333334
1097,0.1
1098,0.10333333333333333
1099,0.12
1100,0.09
1101,0.09333333333333334
1102,0.1
1103,0.07666666666666666
1104,0.07333333333333333
1105,0.07
1106,0.08666666666666667
1107,0.07666666666666666
1108,0.08666666666666667
1109,0.09333333333333334
1110,0.09
1111,0.1
1112,0.10666666666666667
1113,0.09666666666666666
1114,0.10333333333333333
1115,0.10333333333333333
1116,0.06666666666666667
1117,0.11333333333333333
1118,0.1
1119,0.13
1120,0.11
1121,0.10333333333333333
1122,0.10333333333333333
1123,0.08
1124,0.09333333333333334
1125,0.07333333333333333
1126,0.09
1127,0.08666666666666667
1128,0.06666666666666667
1129,0.1
1130,0.09333333333333334
1131,0.09666666666666666
1132,0.12
1133,0.09
1134,0.11333333333333333
1135,0.09
1136,0.06666666666666667
1137,0.07333333333333333
1138,0.08666666666666667
1139,0.08666666666666667
1140,0.10333333333333333
1141,0.10333333333333333
1142,0.08
1143,0.10666666666666667
1144,0.12666666666666668
1145,0.10333333333333333
1146,0.10666666666666667
1147,0.07
1148,0.08333333333333333
1149,0.10333333333333333
1150,0.08
1151,0.08333333333333333
1152,0.10333333333333333
1153,0.08333333333333333
1154,0.1
1155,0.10666666666666667
1156,0.12333333333333334
1157,0.12
1158,0.09
1159,0.11
1160,0.1
1161,0.11
1162,0.10333333333333333
1163,0.08
1164,0.07666666666666666
1165,0.09333333333333334
1166,0.09
1167,0.1
1168,0.11
1169,0.11
1170,0.11
1171,0.09666666666666666
1172,0.1
1173,0.10333333333333333
1174,0.1
1175,0.08
1176,0.09666666666666666
1177,0.11
1178,0.09333333333333334
1179,0.11666666666666667
1180,0.08666666666666667
1181,0.08666666666666667
1182,0.11
1183,0.1
1184,0.11333333333333333
1185,0.11
1186,0.11333333333333333
1187,0.09
1188,0.09333333333333334
1189,0.07333333333333333
1190,0.09
1191,0.07666666666666666
1192,0.07333333333333333
1193,0.1
1194,0.08666666666666667
1195,0.10666666666666667
1196,0.11333333333333333
1197,0.10666666666666667
1198,0.09
1199,0.08666666666666667
1200,0.07666666666666666
1201,0.07333333333333333
1202,0.11
1203,0.12
1204,0.08666666666666667
1205,0.08666666666666667
1206,0.09
1207,0.1
1208,0.10666666666666667
1209,0.09
1210,0.08666666666666667
1211,0.11333333333333333
1212,0.09
1213,0.11666666666666667
1214,0.09666666666666666
1215,0.06333333333333334
1216,0.09666666666666666
1217,0.10333333333333333
1218,0.12333333333333334
1219,0.1
1220,0.11
1221,0.09333333333333334
1222,0.08666666666666667
1223,0.09666666666666666
1224,0.08333333333333333
1225,0.1
1226,0.1
1227,0.11666666666666667
1228,0.12
1229,0.09333333333333334
1230,0.10333333333333333
1231,0.1
1232,0.08666666666666667
1233,0.11
1234,0.12333333333333334
1235,0.10333333333333333
1236,0.1
1237,0.08666666666666667
1238,0.11666666666666667
1239,0.11
1240,0.08333333333333333
1241,0.07333333333333333
1242,0.07
1243,0.11666666666666667
1244,0.09
1245,0.10666666666666667
1246,0.08666666666666667
1247,0.09
1248,0.09333333333333334
1249,0.1
1250,0.11666666666666667
1251,0.10666666666666667
1252,0.11333333333333333
1253,0.09
1254,0.11333333333333333
1255,0.1
1256,0.09333333333333334
1257,0.08333333333333333
1258,0.1
1259,0.09333333333333334
1260,0.10666666666666667
1261,0.11666666666666667
1262,0.12333333333333334
1263,0.11
1264,0.10666666666666667
1265,0.10666666666666667
1266,0.08666666666666667
1267,0.08666666666666667
1268,0.12333333333333334
1269,0.09666666666666666
1270,0.1
1271,0.09
1272,0.09333333333333334
1273,0.09666666666666666
1274,0.10333333333333333
1275,0.09333333333333334
1276,0.07
1277,0.07666666666666666
1278,0.09333333333333334
1279,0.09666666666666666
1280,0.08666666666666667
1281,0.10666666666666667
1282,0.09333333333333334
1283,0.09666666666666666
1284,0.10333333333333333
1285,0.10333333333333333
1286,0.09666666666666666
1287,0.09
1288,0.09333333333333334
1289,0.09333333333333334
1290,0.12
1291,0.09666666666666666
1292,0.09666666666666666
1293,0.11333333333333333
1294,0.10666666666666667
1295,0.11666666666666667
1296,0.10333333333333333
1297,0.09666666666666666
1298,0.09666666666666666
1299,0.09333333333333334
1300,0.12333333333333334
1301,0.11333333333333333
1302,0.11666666666666667
1303,0.10666666666666667
1304,0.09666666666666666
1305,0.1
1306,0.09333333333333334
1307,0.1
1308,0.06333333333333334
1309,0.06333333333333334
1310,0.09
1311,0.10333333333333333
1312,0.08666666666666667
1313,0.09333333333333334
1314,0.10666666666666667
1315,0.12666666666666668
1316,0.10666666666666667
1317,0.10333333333333333
1318,0.10666666666666667
1319,0.11333333333333333
1320,0.12
1321,0.09666666666666666
1322,0.1
1323,0.11333333333333333
1324,0.09666666666666666
1325,0.11666666666666667
1326,0.11
1327,0.09666666666666666
1328,0.1
1329,0.08666666666666667
1330,0.07666666666666666
1331,0.10666666666666667
1332,0.1
1333,0.10666666666666667
1334,0.11333333333333333
1335,0.08666666666666667
1336,0.07666666666666666
1337,0.10333333333333333
1338,0.09333333333333334
1339,0.08
1340,0.09333333333333334
1341,0.09666666666666666
1342,0.11
1343,0.09
1344,0.11
1345,0.1
1346,0.11
1347,0.08666666666666667
1348,0.07666666666666666
1349,0.07
1350,0.09666666666666666
1351,0.08333333333333333
1352,0.09666666666666666
1353,0.11666666666666667
1354,0.10666666666666667
1355,0.12333333333333334
1356,0.08666666666666667
1357,0.09666666666666666
1358,0.11
1359,0.11
1360,0.10333333333333333
1361,0.1
1362,0.09333333333333334
1363,0.10333333333333333
1364,0.10333333333333333
1365,0.09666666666666666
1366,0.11333333333333333
1367,0.10666666666666667
1368,0.11333333333333333
1369,0.09
1370,0.08333333333333333
1371,0.09
1372,0.12
1373,0.09666666666666666
1374,0.07666666666666666
1375,0.07666666666666666
1376,0.09666666666666666
1377,0.12
1378,0.11333333333333333
1379,0.11
1380,0.10666666666666667
1381,0.10333333333333333
1382,0.11
1383,0.10666666666666667
1384,0.12
1385,0.08333333333333333
1386,0.11333333333333333
1387,0.10666666666666667
1388,0.09666666666666666
1389,0.09666666666666666
1390,0.12666666666666668
1391,0.08333333333333333
1392,0.10333333333333333
1393,0.11
1394,0.1
1395,0.12333333333333334
1396,0.11666666666666667
1397,0.12
1398,0.09333333333333334
1399,0.11
1400,0.09666666666666666
1401,0.09666666666666666
1402,0.11333333333333333
1403,0.09
1404,0.08666666666666667
1405,0.10666666666666667
1406,0.11
1407,0.11
1408,0.11
1409,0.11
1410,0.09666666666666666
1411,0.1
1412,0.11
1413,0.10333333333333333
1414,0.10666666666666667
1415,0.09333333333333334
1416,0.08333333333333333
1417,0.11
1418,0.10333333333333333
1419,0.11333333333333333
1420,0.11666666666666667
1421,0.1
1422,0.08
1423,0.09666666666666666
1424,0.09
1425,0.1
1426,0.11
1427,0.10333333333333333
1428,0.06666666666666667
1429,0.11
1430,0.10333333333333333
1431,0.10333333333333333
1432,0.11
1433,0.1
1434,0.10666666666666667
1435,0.08333333333333333
1436,0.06666666666666667
1437,0.08666666666666667
