,accuracy
1438,0.09333333333333334
1439,0.08333333333333333
1440,0.11333333333333333
1441,0.10333333333333333
1442,0.08333333333333333
1443,0.11666666666666667
1444,0.12333333333333334
1445,0.10333333333333333
1446,0.1
1447,0.07
1448,0.09333333333333334
1449,0.09666666666666666
1450,0.07666666666666666
1451,0.09666666666666666
1452,0.12
1453,0.09333333333333334
1454,0.12333333333333334
1455,0.11
1456,0.11666666666666667
1457,0.11666666666666667
1458,0.08
1459,0.09666666666666666
1460,0.10333333333333333
1461,0.11666666666666667
1462,0.10333333333333333
1463,0.1
1464,0.08666666666666667
1465,0.09333333333333334
1466,0.10666666666666667
1467,0.09333333333333334
1468,0.10333333333333333
1469,0.11333333333333333
1470,0.12
1471,0.10333333333333333
1472,0.1
1473,0.10666666666666667
1474,0.11333333333333333
1475,0.09
1476,0.10333333333333333
1477,0.11
1478,0.09666666666666666
1479,0.12
1480,0.09
1481,0.08333333333333333
1482,0.11333333333333333
1483,0.09666666666666666
1484,0.11
1485,0.11
1486,0.12666666666666668
1487,0.08
1488,0.09333333333333334
1489,0.06666666666666667
1490,0.09666666666666666
1491,0.07666666666666666
1492,0.07666666666666666
1493,0.11
1494,0.08333333333333333
1495,0.11333333333333333
1496,0.11333333333333333
1497,0.11
1498,0.08666666666666667
1499,0.08666666666666667
1500,0.07333333333333333
1501,0.09333333333333334
1502,0.12333333333333334
1503,0.11666666666666667
1504,0.08333333333333333
1505,0.08666666666666667
1506,0.08333333333333333
1507,0.10333333333333333
1508,0.1
1509,0.08666666666666667
1510,0.09333333333333334
1511,0.10333333333333333
1512,0.1
1513,0.12666666666666668
1514,0.09666666666666666
1515,0.06666666666666667
1516,0.09666666666666666
1517,0.11333333333333333
1518,0.12333333333333334
1519,0.09666666666666666
1520,0.13
1521,0.1
1522,0.09
1523,0.09333333333333334
1524,0.10333333333333333
1525,0.1
1526,0.10333333333333333
1527,0.11666666666666667
1528,0.10666666666666667
1529,0.11333333333333333
1530,0.09666666666666666
1531,0.11666666666666667
1532,0.10333333333333333
1533,0.10666666666666667
1534,0.12
1535,0.10333333333333333
1536,0.11333333333333333
1537,0.09666666666666666
1538,0.13
1539,0.12333333333333334
1540,0.08666666666666667
1541,0.08333333333333333
1542,0.07
1543,0.10333333333333333
1544,0.09
1545,0.11
1546,0.09
1547,0.08333333333333333
1548,0.09333333333333334
1549,0.09333333333333334
1550,0.11666666666666667
1551,0.10666666666666667
1552,0.11666666666666667
1553,0.1
1554,0.13
1555,0.12
1556,0.09333333333333334
1557,0.09333333333333334
1558,0.10333333333333333
1559,0.09333333333333334
1560,0.11
1561,0.11333333333333333
1562,0.13
1563,0.10666666666666667
1564,0.11
1565,0.10666666666666667
1566,0.08666666666666667
1567,0.09
1568,0.11666666666666667
1569,0.09666666666666666
1570,0.10666666666666667
1571,0.1
1572,0.11333333333333333
1573,0.11333333333333333
1574,0.11333333333333333
1575,0.1
1576,0.08666666666666667
1577,0.07666666666666666
1578,0.1
1579,0.09333333333333334
1580,0.09333333333333334
1581,0.10333333333333333
1582,0.1
1583,0.09666666666666666
1584,0.09
1585,0.10333333333333333
1586,0.09666666666666666
1587,0.09666666666666666
1588,0.08666666666666667
1589,0.09333333333333334
1590,0.11333333333333333
1591,0.1
1592,0.11
1593,0.10666666666666667
1594,0.10333333333333333
1595,0.12333333333333334
1596,0.10666666666666667
1597,0.09
1598,0.12666666666666668
1599,0.11666666666666667
1600,0.11666666666666667
1601,0.13
1602,0.10666666666666667
1603,0.10666666666666667
1604,0.09666666666666666
1605,0.09
1606,0.10666666666666667
1607,0.09666666666666666
1608,0.11333333333333333
1609,0.09333333333333334
1610,0.11
1611,0.10333333333333333
1612,0.09333333333333334
1613,0.09666666666666666
1614,0.10666666666666667
1615,0.11333333333333333
1616,0.10666666666666667
1617,0.11
1618,0.10666666666666667
1619,0.11
1620,0.13
1621,0.09
1622,0.10333333333333333
1623,0.10666666666666667
1624,0.11666666666666667
1625,0.12333333333333334
1626,0.11333333333333333
1627,0.10666666666666667
1628,0.1
1629,0.08333333333333333
1630,0.10333333333333333
1631,0.10333333333333333
1632,0.10666666666666667
1633,0.11333333333333333
1634,0.11333333333333333
1635,0.1
1636,0.09
1637,0.1
1638,0.09666666666666666
1639,0.08333333333333333
1640,0.10666666666666667
1641,0.07666666666666666
1642,0.12
1643,0.11
1644,0.10666666666666667
1645,0.11
1646,0.10666666666666667
1647,0.08
1648,0.07333333333333333
1649,0.08
1650,0.08
1651,0.07666666666666666
1652,0.08333333333333333
1653,0.11333333333333333
1654,0.11666666666666667
1655,0.13
1656,0.09666666666666666
1657,0.09
1658,0.12
1659,0.10666666666666667
1660,0.1
1661,0.10333333333333333
1662,0.1
1663,0.10666666666666667
1664,0.1
1665,0.09333333333333334
1666,0.12333333333333334
1667,0.11333333333333333
1668,0.11
1669,0.10666666666666667
1670,0.09333333333333334
1671,0.08333333333333333
1672,0.12333333333333334
1673,0.10666666666666667
1674,0.09333333333333334
1675,0.09
1676,0.09333333333333334
1677,0.12
1678,0.1
1679,0.11666666666666667
1680,0.10333333333333333
1681,0.09666666666666666
1682,0.10666666666666667
1683,0.10333333333333333
1684,0.12
1685,0.09333333333333334
1686,0.12
1687,0.11
1688,0.12666666666666668
1689,0.10666666666666667
1690,0.12333333333333334
1691,0.08
1692,0.10666666666666667
1693,0.09666666666666666
1694,0.10333333333333333
1695,0.11666666666666667
1696,0.12
1697,0.12
1698,0.09666666666666666
1699,0.10333333333333333
1700,0.09666666666666666
1701,0.11333333333333333
1702,0.11666666666666667
1703,0.09333333333333334
1704,0.09333333333333334
1705,0.08666666666666667
1706,0.10333333333333333
1707,0.09666666666666666
1708,0.10333333333333333
1709,0.10666666666666667
1710,0.1
1711,0.08666666666666667
1712,0.1
1713,0.1
1714,0.09333333333333334
1715,0.10333333333333333
1716,0.056666666666666664
1717,0.10666666666666667
1718,0.11666666666666667
1719,0.12
1720,0.12666666666666668
1721,0.10333333333333333
1722,0.11333333333333333
1723,0.10333333333333333
1724,0.11666666666666667
1725,0.10333333333333333
1726,0.1
1727,0.10666666666666667
1728,0.06666666666666667
1729,0.11666666666666667
1730,0.1
1731,0.10666666666666667
1732,0.11666666666666667
1733,0.09666666666666666
1734,0.11
1735,0.09666666666666666
1736,0.08
1737,0.09
1738,0.09666666666666666
1739,0.09
1740,0.11
1741,0.11333333333333333
1742,0.09
1743,0.13333333333333333
1744,0.11333333333333333
1745,0.11
1746,0.10666666666666667
1747,0.07666666666666666
1748,0.09333333333333334
1749,0.10333333333333333
1750,0.08333333333333333
1751,0.11
1752,0.11
1753,0.1
1754,0.12
1755,0.12333333333333334
1756,0.13
1757,0.12
1758,0.10333333333333333
1759,0.11
1760,0.12
1761,0.11333333333333333
1762,0.10666666666666667
1763,0.09333333333333334
1764,0.07333333333333333
1765,0.09333333333333334
1766,0.08666666666666667
1767,0.08333333333333333
1768,0.10666666666666667
1769,0.12333333333333334
1770,0.12
1771,0.10666666666666667
1772,0.1
1773,0.11333333333333333
1774,0.12
1775,0.09666666666666666
1776,0.09333333333333334
1777,0.11333333333333333
1778,0.09333333333333334
1779,0.12
1780,0.09666666666666666
1781,0.11
1782,0.11333333333333333
1783,0.10666666666666667
1784,0.11666666666666667
1785,0.10666666666666667
1786,0.12
1787,0.08666666666666667
1788,0.09
1789,0.07666666666666666
1790,0.1
1791,0.08
1792,0.07
1793,0.1
1794,0.08333333333333333
1795,0.11666666666666667
1796,0.12
1797,0.11333333333333333
1798,0.10333333333333333
1799,0.09666666666666666
1800,0.07333333333333333
1801,0.09333333333333334
1802,0.13
1803,0.11
1804,0.09333333333333334
1805,0.09333333333333334
1806,0.10333333333333333
1807,0.11333333333333333
1808,0.11333333333333333
1809,0.10333333333333333
1810,0.10666666666666667
1811,0.10333333333333333
1812,0.10333333333333333
1813,0.13
1814,0.1
1815,0.08333333333333333
1816,0.10666666666666667
1817,0.11333333333333333
1818,0.11
1819,0.11
1820,0.13
1821,0.11
1822,0.10333333333333333
1823,0.09333333333333334
1824,0.1
1825,0.10333333333333333
1826,0.09666666666666666
1827,0.13
1828,0.11
1829,0.11
1830,0.10666666666666667
1831,0.11
1832,0.11666666666666667
1833,0.11666666666666667
1834,0.11333333333333333
1835,0.10333333333333333
1836,0.11666666666666667
1837,0.10333333333333333
1838,0.13333333333333333
1839,0.11333333333333333
1840,0.09666666666666666
1841,0.08666666666666667
1842,0.08
1843,0.11
1844,0.10333333333333333
1845,0.11
1846,0.10333333333333333
1847,0.08333333333333333
1848,0.09333333333333334
1849,0.09666666666666666
1850,0.11333333333333333
1851,0.1
1852,0.12333333333333334
1853,0.11
1854,0.13
1855,0.11333333333333333
1856,0.08666666666666667
1857,0.08666666666666667
1858,0.11666666666666667
1859,0.11
1860,0.11
1861,0.11666666666666667
1862,0.12666666666666668
1863,0.11666666666666667
1864,0.11666666666666667
1865,0.12
1866,0.09333333333333334
1867,0.08666666666666667
1868,0.11
1869,0.10666666666666667
1870,0.10333333333333333
1871,0.1
1872,0.11666666666666667
1873,0.11333333333333333
1874,0.11333333333333333
1875,0.10666666666666667
1876,0.09
1877,0.07333333333333333
1878,0.09666666666666666
1879,0.09333333333333334
1880,0.1
1881,0.11666666666666667
1882,0.09666666666666666
1883,0.09666666666666666
1884,0.09333333333333334
1885,0.10666666666666667
1886,0.10666666666666667
1887,0.09333333333333334
1888,0.08333333333333333
1889,0.08666666666666667
1890,0.11666666666666667
1891,0.11
1892,0.11333333333333333
1893,0.1
1894,0.11
1895,0.11666666666666667
1896,0.11
1897,0.08333333333333333
1898,0.13333333333333333
1899,0.11333333333333333
1900,0.12
1901,0.13333333333333333
1902,0.11
1903,0.10666666666666667
1904,0.1
1905,0.1
1906,0.10666666666666667
1907,0.10333333333333333
1908,0.11
1909,0.09
1910,0.11
1911,0.08666666666666667
1912,0.08333333333333333
1913,0.09333333333333334
1914,0.11
1915,0.12666666666666668
1916,0.10333333333333333
1917,0.11333333333333333
1918,0.10333333333333333
1919,0.12
1920,0.13
1921,0.10666666666666667
1922,0.11666666666666667
1923,0.10666666666666667
1924,0.11
1925,0.13333333333333333
1926,0.10333333333333333
1927,0.10666666666666667
1928,0.11333333333333333
1929,0.09666666666666666
1930,0.09
1931,0.08666666666666667
1932,0.09
1933,0.13333333333333333
1934,0.10333333333333333
1935,0.1
1936,0.10666666666666667
1937,0.11333333333333333
1938,0.12333333333333334
1939,0.11
1940,0.11333333333333333
1941,0.09333333333333334
1942,0.13333333333333333
1943,0.11
1944,0.10333333333333333
1945,0.10666666666666667
1946,0.10666666666666667
1947,0.07666666666666666
1948,0.07
1949,0.07333333333333333
1950,0.09333333333333334
1951,0.09
1952,0.09666666666666666
1953,0.11
1954,0.12333333333333334
1955,0.12666666666666668
1956,0.08666666666666667
1957,0.09333333333333334
1958,0.10333333333333333
1959,0.12333333333333334
1960,0.11
1961,0.11
1962,0.12
1963,0.11333333333333333
1964,0.10666666666666667
1965,0.09666666666666666
1966,0.1
1967,0.09333333333333334
1968,0.09333333333333334
1969,0.08666666666666667
1970,0.1
1971,0.1
1972,0.13
1973,0.11666666666666667
1974,0.10666666666666667
1975,0.11333333333333333
1976,0.12333333333333334
1977,0.12666666666666668
1978,0.11
1979,0.12333333333333334
1980,0.11333333333333333
1981,0.1
1982,0.1
1983,0.11666666666666667
1984,0.13
1985,0.10666666666666667
1986,0.12333333333333334
1987,0.11333333333333333
1988,0.12
1989,0.10333333333333333
1990,0.12333333333333334
1991,0.09333333333333334
1992,0.10666666666666667
1993,0.1
1994,0.1
1995,0.10666666666666667
1996,0.11666666666666667
1997,0.12
1998,0.10666666666666667
1999,0.10666666666666667
2000,0.10333333333333333
2001,0.11
2002,0.11666666666666667
2003,0.10333333333333333
2004,0.08666666666666667
2005,0.11
2006,0.11
2007,0.10666666666666667
2008,0.11333333333333333
2009,0.1
2010,0.09666666666666666
2011,0.1
2012,0.11333333333333333
2013,0.10666666666666667
2014,0.10333333333333333
2015,0.1
2016,0.08333333333333333
2017,0.1
2018,0.12
2019,0.12666666666666668
2020,0.11666666666666667
2021,0.11
2022,0.1
2023,0.09666666666666666
2024,0.11333333333333333
2025,0.10666666666666667
2026,0.1
2027,0.10666666666666667
2028,0.06333333333333334
2029,0.11666666666666667
2030,0.11
2031,0.10333333333333333
2032,0.12666666666666668
2033,0.10666666666666667
2034,0.12666666666666668
2035,0.1
2036,0.09
2037,0.1
2038,0.11
2039,0.1
2040,0.11666666666666667
2041,0.12
2042,0.08333333333333333
2043,0.12666666666666668
2044,0.11666666666666667
2045,0.10333333333333333
2046,0.10333333333333333
2047,0.07666666666666666
2048,0.1
2049,0.10333333333333333
2050,0.08
2051,0.11666666666666667
2052,0.11333333333333333
2053,0.09666666666666666
2054,0.11
2055,0.12
2056,0.12333333333333334
2057,0.12
2058,0.10333333333333333
2059,0.10333333333333333
2060,0.11333333333333333
2061,0.12333333333333334
2062,0.10333333333333333
2063,0.10666666666666667
2064,0.10333333333333333
2065,0.09333333333333334
2066,0.10666666666666667
2067,0.09333333333333334
2068,0.1
2069,0.11
2070,0.09666666666666666
2071,0.09666666666666666
2072,0.10333333333333333
2073,0.11333333333333333
2074,0.11
2075,0.09
2076,0.09666666666666666
2077,0.11666666666666667
2078,0.1
2079,0.12666666666666668
2080,0.09666666666666666
2081,0.11666666666666667
2082,0.12666666666666668
2083,0.12333333333333334
2084,0.12666666666666668
2085,0.11333333333333333
2086,0.12
2087,0.08666666666666667
2088,0.08333333333333333
2089,0.08333333333333333
2090,0.09666666666666666
2091,0.11
2092,0.07666666666666666
2093,0.11
2094,0.09333333333333334
2095,0.12
2096,0.12
2097,0.11666666666666667
2098,0.10333333333333333
2099,0.09666666666666666
2100,0.09
2101,0.10666666666666667
2102,0.13666666666666666
2103,0.11666666666666667
2104,0.09666666666666666
2105,0.10333333333333333
2106,0.12
2107,0.13333333333333333
2108,0.11666666666666667
2109,0.12
2110,0.11
2111,0.12
2112,0.10333333333333333
2113,0.12666666666666668
2114,0.10333333333333333
2115,0.09333333333333334
2116,0.09333333333333334
2117,0.11
2118,0.11
2119,0.11666666666666667
2120,0.11333333333333333
2121,0.1
2122,0.10666666666666667
2123,0.09333333333333334
2124,0.09666666666666666
2125,0.11333333333333333
2126,0.11
2127,0.12333333333333334
2128,0.12
2129,0.10333333333333333
2130,0.11333333333333333
2131,0.11333333333333333
2132,0.11
2133,0.10666666666666667
2134,0.11
2135,0.1
2136,0.12666666666666668
2137,0.10666666666666667
2138,0.12666666666666668
2139,0.12333333333333334
2140,0.1
2141,0.09666666666666666
2142,0.09
2143,0.11
2144,0.12
2145,0.11666666666666667
2146,0.11
2147,0.10333333333333333
2148,0.09666666666666666
2149,0.11
2150,0.13
2151,0.09666666666666666
2152,0.12
2153,0.11333333333333333
2154,0.12666666666666668
2155,0.11666666666666667
2156,0.09333333333333334
2157,0.09333333333333334
2158,0.11666666666666667
2159,0.12
2160,0.11
2161,0.11333333333333333
2162,0.12
2163,0.12333333333333334
2164,0.11333333333333333
2165,0.11666666666666667
2166,0.08333333333333333
2167,0.09666666666666666
2168,0.11666666666666667
2169,0.11
2170,0.11333333333333333
2171,0.11666666666666667
2172,0.11333333333333333
2173,0.11
2174,0.10666666666666667
2175,0.1
2176,0.08
2177,0.08666666666666667
2178,0.09666666666666666
2179,0.09333333333333334
2180,0.09333333333333334
2181,0.12
2182,0.09666666666666666
2183,0.1
2184,0.08
2185,0.11666666666666667
2186,0.10666666666666667
2187,0.1
2188,0.09
2189,0.12
2190,0.13666666666666666
2191,0.11
2192,0.11666666666666667
2193,0.1
2194,0.11666666666666667
2195,0.11666666666666667
2196,0.11333333333333333
2197,0.09
2198,0.12
2199,0.11333333333333333
2200,0.12333333333333334
2201,0.11333333333333333
2202,0.11666666666666667
2203,0.11
2204,0.11
2205,0.12333333333333334
2206,0.11
2207,0.12
2208,0.11666666666666667
2209,0.09333333333333334
2210,0.12
2211,0.09333333333333334
2212,0.08333333333333333
2213,0.10666666666666667
2214,0.11333333333333333
2215,0.12333333333333334
2216,0.11333333333333333
2217,0.11333333333333333
2218,0.11
2219,0.13
2220,0.13333333333333333
2221,0.1
2222,0.11333333333333333
2223,0.10333333333333333
2224,0.10666666666666667
2225,0.13
2226,0.11
2227,0.10666666666666667
2228,0.10666666666666667
2229,0.09333333333333334
2230,0.10666666666666667
2231,0.10333333333333333
2232,0.11
2233,0.13
2234,0.10666666666666667
2235,0.10333333333333333
2236,0.1
2237,0.11666666666666667
2238,0.12666666666666668
2239,0.11333333333333333
2240,0.11
2241,0.09666666666666666
2242,0.13
2243,0.10666666666666667
2244,0.10666666666666667
2245,0.12
2246,0.10333333333333333
2247,0.07
2248,0.08666666666666667
2249,0.07
2250,0.08666666666666667
2251,0.08333333333333333
2252,0.1
2253,0.11666666666666667
2254,0.12333333333333334
2255,0.13666666666666666
2256,0.11
2257,0.09
2258,0.11666666666666667
2259,0.12333333333333334
2260,0.10666666666666667
2261,0.11666666666666667
2262,0.12
2263,0.12333333333333334
2264,0.11333333333333333
2265,0.10666666666666667
2266,0.12333333333333334
2267,0.11666666666666667
2268,0.11
2269,0.10333333333333333
2270,0.09666666666666666
2271,0.08333333333333333
2272,0.13666666666666666
2273,0.10666666666666667
2274,0.08666666666666667
2275,0.07666666666666666
2276,0.10666666666666667
2277,0.12333333333333334
2278,0.10666666666666667
2279,0.12333333333333334
2280,0.11
2281,0.09333333333333334
2282,0.1
2283,0.10666666666666667
2284,0.13333333333333333
2285,0.11
2286,0.11666666666666667
2287,0.1
2288,0.11333333333333333
2289,0.11666666666666667
2290,0.12666666666666668
2291,0.10333333333333333
2292,0.11333333333333333
2293,0.1
2294,0.10333333333333333
2295,0.10666666666666667
2296,0.13
2297,0.12
2298,0.11
2299,0.11333333333333333
2300,0.11333333333333333
2301,0.11
2302,0.12333333333333334
2303,0.12
2304,0.09
2305,0.11
2306,0.11333333333333333
2307,0.10666666666666667
2308,0.12
2309,0.10666666666666667
2310,0.11
2311,0.10666666666666667
2312,0.11333333333333333
2313,0.11
2314,0.1
2315,0.1
2316,0.08666666666666667
2317,0.10333333333333333
2318,0.11666666666666667
2319,0.13
2320,0.11
2321,0.10666666666666667
2322,0.09666666666666666
2323,0.09333333333333334
2324,0.11666666666666667
2325,0.11
2326,0.10666666666666667
2327,0.11333333333333333
2328,0.07
2329,0.12
2330,0.11666666666666667
2331,0.10333333333333333
2332,0.13
2333,0.11
2334,0.13333333333333333
2335,0.10666666666666667
2336,0.1
2337,0.11
2338,0.10666666666666667
2339,0.10333333333333333
2340,0.11666666666666667
2341,0.10666666666666667
2342,0.08666666666666667
2343,0.12666666666666668
2344,0.11666666666666667
2345,0.10666666666666667
2346,0.10333333333333333
2347,0.09
2348,0.1
2349,0.10333333333333333
2350,0.08333333333333333
2351,0.12
2352,0.12333333333333334
2353,0.09333333333333334
2354,0.11
2355,0.11333333333333333
2356,0.12666666666666668
2357,0.12666666666666668
2358,0.11
2359,0.11333333333333333
2360,0.13
2361,0.12
2362,0.1
2363,0.10333333333333333
2364,0.1
2365,0.1
2366,0.11666666666666667
2367,0.10666666666666667
2368,0.11
2369,0.12
2370,0.12
2371,0.10666666666666667
2372,0.10666666666666667
2373,0.11333333333333333
2374,0.11
2375,0.1
2376,0.1
2377,0.10666666666666667
2378,0.10333333333333333
2379,0.12333333333333334
2380,0.10333333333333333
2381,0.11
2382,0.13
2383,0.11666666666666667
2384,0.12666666666666668
2385,0.10666666666666667
2386,0.12333333333333334
2387,0.08
2388,0.08
2389,0.08666666666666667
2390,0.08666666666666667
2391,0.11
2392,0.07666666666666666
2393,0.11
2394,0.10333333333333333
2395,0.11666666666666667
2396,0.12333333333333334
2397,0.12666666666666668
2398,0.11666666666666667
2399,0.12
2400,0.09
2401,0.11666666666666667
2402,0.12333333333333334
2403,0.11333333333333333
2404,0.1
2405,0.11
2406,0.12
2407,0.12666666666666668
2408,0.10666666666666667
2409,0.10666666666666667
2410,0.10333333333333333
2411,0.12666666666666668
2412,0.11666666666666667
2413,0.14333333333333334
2414,0.12
2415,0.08666666666666667
2416,0.1
2417,0.12
2418,0.11666666666666667
2419,0.11666666666666667
2420,0.12
2421,0.10666666666666667
2422,0.10333333333333333
2423,0.10666666666666667
2424,0.1
2425,0.11333333333333333
2426,0.11
2427,0.11666666666666667
2428,0.12
2429,0.1
2430,0.11333333333333333
2431,0.11333333333333333
2432,0.11333333333333333
2433,0.11333333333333333
2434,0.11
2435,0.10333333333333333
2436,0.13333333333333333
2437,0.11
2438,0.13
2439,0.11
2440,0.09333333333333334
2441,0.09
2442,0.08666666666666667
2443,0.10333333333333333
2444,0.10666666666666667
2445,0.10666666666666667
2446,0.11
2447,0.09666666666666666
2448,0.09666666666666666
2449,0.11
2450,0.14
2451,0.10666666666666667
2452,0.11666666666666667
2453,0.11333333333333333
2454,0.13
2455,0.11666666666666667
2456,0.1
2457,0.09333333333333334
2458,0.12
2459,0.1
2460,0.12
2461,0.12
2462,0.11
2463,0.11
2464,0.10333333333333333
2465,0.11666666666666667
2466,0.1
2467,0.11
2468,0.12
2469,0.10333333333333333
2470,0.10666666666666667
2471,0.1
2472,0.12
2473,0.1
2474,0.12
2475,0.10666666666666667
2476,0.10333333333333333
2477,0.10333333333333333
2478,0.11333333333333333
2479,0.1
2480,0.10333333333333333
2481,0.12333333333333334
2482,0.1
2483,0.09666666666666666
2484,0.08666666666666667
2485,0.11333333333333333
2486,0.09666666666666666
2487,0.1
2488,0.09333333333333334
2489,0.11333333333333333
2490,0.13666666666666666
2491,0.10333333333333333
2492,0.12
2493,0.11
2494,0.13333333333333333
2495,0.12333333333333334
2496,0.11333333333333333
2497,0.09333333333333334
2498,0.13
2499,0.10333333333333333
2500,0.11666666666666667
2501,0.10666666666666667
2502,0.11333333333333333
2503,0.11666666666666667
2504,0.10666666666666667
2505,0.11666666666666667
2506,0.11666666666666667
2507,0.12666666666666668
2508,0.10333333333333333
2509,0.09666666666666666
2510,0.11
2511,0.1
2512,0.08666666666666667
2513,0.10666666666666667
2514,0.12
2515,0.12333333333333334
2516,0.11333333333333333
2517,0.12
2518,0.11
2519,0.12333333333333334
2520,0.13
2521,0.10333333333333333
2522,0.11333333333333333
2523,0.10666666666666667
2524,0.10333333333333333
2525,0.13333333333333333
2526,0.11
2527,0.11333333333333333
2528,0.11
2529,0.08666666666666667
2530,0.11333333333333333
2531,0.10666666666666667
2532,0.12333333333333334
2533,0.14
2534,0.10666666666666667
2535,0.10666666666666667
2536,0.10666666666666667
2537,0.11666666666666667
2538,0.13
2539,0.11333333333333333
2540,0.11
2541,0.08666666666666667
2542,0.12
2543,0.09666666666666666
2544,0.11666666666666667
2545,0.11666666666666667
2546,0.10333333333333333
2547,0.08
2548,0.07666666666666666
2549,0.07666666666666666
2550,0.08
2551,0.08333333333333333
2552,0.09666666666666666
2553,0.11
2554,0.11333333333333333
2555,0.13333333333333333
2556,0.11
2557,0.10666666666666667
2558,0.12333333333333334
2559,0.12666666666666668
2560,0.11333333333333333
2561,0.12
2562,0.12666666666666668
2563,0.12666666666666668
2564,0.10666666666666667
2565,0.11333333333333333
2566,0.12666666666666668
2567,0.12
2568,0.11333333333333333
2569,0.09333333333333334
2570,0.09333333333333334
2571,0.08333333333333333
2572,0.13
2573,0.10666666666666667
2574,0.10333333333333333
2575,0.11333333333333333
2576,0.11333333333333333
2577,0.13
2578,0.11
2579,0.12
2580,0.11333333333333333
2581,0.10333333333333333
2582,0.10666666666666667
2583,0.10666666666666667
2584,0.12666666666666668
2585,0.11666666666666667
2586,0.11333333333333333
2587,0.1
2588,0.10333333333333333
2589,0.11
2590,0.12666666666666668
2591,0.10333333333333333
2592,0.11
2593,0.10666666666666667
2594,0.10666666666666667
2595,0.11333333333333333
2596,0.12333333333333334
2597,0.11333333333333333
2598,0.11
2599,0.10666666666666667
2600,0.11
2601,0.12666666666666668
2602,0.12666666666666668
2603,0.10666666666666667
2604,0.09
2605,0.13
2606,0.11333333333333333
2607,0.10666666666666667
2608,0.10666666666666667
2609,0.10666666666666667
2610,0.10666666666666667
2611,0.10333333333333333
2612,0.11
2613,0.11
2614,0.09
2615,0.09
2616,0.08
2617,0.10333333333333333
2618,0.11333333333333333
2619,0.13
2620,0.12
2621,0.13
2622,0.12
2623,0.10333333333333333
2624,0.12
2625,0.11
2626,0.12
2627,0.11333333333333333
2628,0.06666666666666667
2629,0.11
2630,0.10666666666666667
2631,0.10666666666666667
2632,0.12
2633,0.11
2634,0.13
2635,0.11666666666666667
2636,0.09666666666666666
2637,0.11333333333333333
2638,0.11333333333333333
2639,0.1
2640,0.11666666666666667
2641,0.10666666666666667
2642,0.09333333333333334
2643,0.11666666666666667
2644,0.12666666666666668
2645,0.12
2646,0.10666666666666667
2647,0.09
2648,0.11333333333333333
2649,0.11
2650,0.09333333333333334
2651,0.11666666666666667
2652,0.12333333333333334
2653,0.09666666666666666
2654,0.11333333333333333
2655,0.12333333333333334
2656,0.13333333333333333
2657,0.12333333333333334
2658,0.10666666666666667
2659,0.11
2660,0.12333333333333334
2661,0.11333333333333333
2662,0.11
2663,0.10333333333333333
2664,0.10333333333333333
2665,0.11666666666666667
2666,0.11333333333333333
2667,0.10666666666666667
2668,0.11333333333333333
2669,0.11
2670,0.12
2671,0.11
2672,0.10666666666666667
2673,0.10666666666666667
2674,0.10666666666666667
2675,0.09666666666666666
2676,0.10666666666666667
2677,0.11666666666666667
2678,0.10666666666666667
2679,0.12666666666666668
2680,0.1
2681,0.11666666666666667
2682,0.12666666666666668
2683,0.12666666666666668
2684,0.13333333333333333
2685,0.11333333333333333
2686,0.12666666666666668
2687,0.09
2688,0.08333333333333333
2689,0.09
2690,0.11333333333333333
2691,0.13333333333333333
2692,0.10333333333333333
2693,0.10666666666666667
2694,0.11666666666666667
2695,0.11666666666666667
2696,0.10333333333333333
2697,0.09666666666666666
2698,0.10333333333333333
2699,0.12
2700,0.09666666666666666
2701,0.1
2702,0.12666666666666668
2703,0.11666666666666667
2704,0.09333333333333334
2705,0.11333333333333333
2706,0.13
2707,0.12666666666666668
2708,0.10666666666666667
2709,0.11333333333333333
2710,0.10333333333333333
2711,0.11333333333333333
2712,0.10666666666666667
2713,0.13333333333333333
2714,0.12333333333333334
2715,0.08
2716,0.09666666666666666
2717,0.12333333333333334
2718,0.12333333333333334
2719,0.13
2720,0.10666666666666667
2721,0.11
2722,0.1
2723,0.10666666666666667
2724,0.09666666666666666
2725,0.11333333333333333
2726,0.11666666666666667
2727,0.12
2728,0.12333333333333334
2729,0.11
2730,0.12
2731,0.12
2732,0.11
2733,0.11
2734,0.11
2735,0.10333333333333333
2736,0.13
2737,0.11666666666666667
2738,0.12
2739,0.09666666666666666
2740,0.09333333333333334
2741,0.09
2742,0.08333333333333333
2743,0.10666666666666667
2744,0.10333333333333333
2745,0.10333333333333333
2746,0.11666666666666667
2747,0.11
2748,0.11333333333333333
2749,0.11333333333333333
2750,0.14333333333333334
2751,0.11
2752,0.12
2753,0.11333333333333333
2754,0.12333333333333334
2755,0.11
2756,0.1
2757,0.09333333333333334
2758,0.11666666666666667
2759,0.11333333333333333
2760,0.11666666666666667
2761,0.13
2762,0.11666666666666667
2763,0.11
2764,0.10333333333333333
2765,0.11333333333333333
2766,0.11
2767,0.1
2768,0.12333333333333334
2769,0.10666666666666667
2770,0.10666666666666667
2771,0.10666666666666667
2772,0.12
2773,0.1
2774,0.11666666666666667
2775,0.11666666666666667
2776,0.10333333333333333
2777,0.10666666666666667
2778,0.11666666666666667
2779,0.10666666666666667
2780,0.10666666666666667
2781,0.12333333333333334
2782,0.10333333333333333
2783,0.1
2784,0.1
2785,0.12
2786,0.09333333333333334
2787,0.09
2788,0.09333333333333334
2789,0.12
